observ,barrio,calle,altura,institu1,institu3,distanci,edpub,estserv,banco,totrob,mes,totrob2
243,Belgrano,Cramer,a2600,0,0,4,0,0,0,0,5,0
243,Belgrano,Cramer,a2600,0,0,4,0,0,0,0,6,0
243,Belgrano,Cramer,a2600,0,0,4,0,0,0,0,7,0
243,Belgrano,Cramer,a2600,0,0,4,0,0,0,0,8,0
243,Belgrano,Cramer,a2600,0,0,4,0,0,0,0,9,0
243,Belgrano,Cramer,a2600,0,0,4,0,0,0,0,10,0
243,Belgrano,Cramer,a2600,0,0,4,0,0,0,0,11,0
243,Belgrano,Cramer,a2600,0,0,4,0,0,0,0,12,0
243,Belgrano,Cramer,a2600,0,0,4,0,0,0,0,72,0
243,Belgrano,Cramer,a2600,0,0,4,0,0,0,0,73,0
244,Belgrano,Cramer,a2700,0,0,3,0,0,0,0,4,0
244,Belgrano,Cramer,a2700,0,0,3,0,0,0,0,5,0
244,Belgrano,Cramer,a2700,0,0,3,0,0,0,0,6,0
244,Belgrano,Cramer,a2700,0,0,3,0,0,0,0,7,0
244,Belgrano,Cramer,a2700,0,0,3,0,0,0,0,8,0
244,Belgrano,Cramer,a2700,0,0,3,0,0,0,0,9,0
244,Belgrano,Cramer,a2700,0,0,3,0,0,0,0,10,0
244,Belgrano,Cramer,a2700,0,0,3,0,0,0,0,11,0
244,Belgrano,Cramer,a2700,0,0,3,0,0,0,0,12,0
244,Belgrano,Cramer,a2700,0,0,3,0,0,0,0,72,0
244,Belgrano,Cramer,a2700,0,0,3,0,0,0,0,73,0
245,Belgrano,Cramer,a2800,0,0,2,0,0,0,0,4,0
245,Belgrano,Cramer,a2800,0,0,2,0,0,0,0,5,0
245,Belgrano,Cramer,a2800,0,0,2,0,0,0,0,6,0
245,Belgrano,Cramer,a2800,0,0,2,0,0,0,0,7,0
245,Belgrano,Cramer,a2800,0,0,2,0,0,0,0,8,0
245,Belgrano,Cramer,a2800,0,0,2,0,0,0,0,9,0
245,Belgrano,Cramer,a2800,0,0,2,0,0,0,0,10,0
245,Belgrano,Cramer,a2800,0,0,2,0,0,0,0,11,0
245,Belgrano,Cramer,a2800,0,0,2,0,0,0,0,12,0
245,Belgrano,Cramer,a2800,0,0,2,0,0,0,0,72,0
245,Belgrano,Cramer,a2800,0,0,2,0,0,0,0,73,0
246,Belgrano,Vidal,a1400,0,0,6,0,0,0,0,4,0
246,Belgrano,Vidal,a1400,0,0,6,0,0,0,0,5,0
246,Belgrano,Vidal,a1400,0,0,6,0,0,0,0,6,0
246,Belgrano,Vidal,a1400,0,0,6,0,0,0,0,7,0
246,Belgrano,Vidal,a1400,0,0,6,0,0,0,0,8,0
246,Belgrano,Vidal,a1400,0,0,6,0,0,0,0,9,0
246,Belgrano,Vidal,a1400,0,0,6,0,0,0,0,10,0
246,Belgrano,Vidal,a1400,0,0,6,0,0,0,0,11,0
246,Belgrano,Vidal,a1400,0,0,6,0,0,0,0,12,0
246,Belgrano,Vidal,a1400,0,0,6,0,0,0,0,72,0
246,Belgrano,Vidal,a1400,0,0,6,0,0,0,0,73,0
247,Belgrano,Vidal,a1500,0,0,5,0,0,0,0,4,0
247,Belgrano,Vidal,a1500,0,0,5,0,0,0,0,5,0
247,Belgrano,Vidal,a1500,0,0,5,0,0,0,.25,6,.25
247,Belgrano,Vidal,a1500,0,0,5,0,0,0,0,7,0
247,Belgrano,Vidal,a1500,0,0,5,0,0,0,0,8,0
247,Belgrano,Vidal,a1500,0,0,5,0,0,0,0,9,0
247,Belgrano,Vidal,a1500,0,0,5,0,0,0,0,10,0
247,Belgrano,Vidal,a1500,0,0,5,0,0,0,0,11,0
247,Belgrano,Vidal,a1500,0,0,5,0,0,0,0,12,0
247,Belgrano,Vidal,a1500,0,0,5,0,0,0,0,72,0
247,Belgrano,Vidal,a1500,0,0,5,0,0,0,0,73,0
248,Belgrano,Vidal,a1600,0,0,4,0,0,0,0,4,0
248,Belgrano,Vidal,a1600,0,0,4,0,0,0,0,5,0
248,Belgrano,Vidal,a1600,0,0,4,0,0,0,.25,6,.25
248,Belgrano,Vidal,a1600,0,0,4,0,0,0,0,7,0
248,Belgrano,Vidal,a1600,0,0,4,0,0,0,0,8,0
248,Belgrano,Vidal,a1600,0,0,4,0,0,0,0,9,0
248,Belgrano,Vidal,a1600,0,0,4,0,0,0,.25,10,.25
248,Belgrano,Vidal,a1600,0,0,4,0,0,0,0,11,0
248,Belgrano,Vidal,a1600,0,0,4,0,0,0,0,12,0
248,Belgrano,Vidal,a1600,0,0,4,0,0,0,0,72,0
248,Belgrano,Vidal,a1600,0,0,4,0,0,0,0,73,0
249,Belgrano,Vidal,a1700,0,0,3,0,0,0,0,4,0
249,Belgrano,Vidal,a1700,0,0,3,0,0,0,0,5,0
249,Belgrano,Vidal,a1700,0,0,3,0,0,0,0,6,0
249,Belgrano,Vidal,a1700,0,0,3,0,0,0,0,7,0
249,Belgrano,Vidal,a1700,0,0,3,0,0,0,0,8,0
249,Belgrano,Vidal,a1700,0,0,3,0,0,0,0,9,0
249,Belgrano,Vidal,a1700,0,0,3,0,0,0,.25,10,.25
249,Belgrano,Vidal,a1700,0,0,3,0,0,0,0,11,0
249,Belgrano,Vidal,a1700,0,0,3,0,0,0,0,12,0
249,Belgrano,Vidal,a1700,0,0,3,0,0,0,0,72,0
249,Belgrano,Vidal,a1700,0,0,3,0,0,0,0,73,0
250,Belgrano,Vidal,a1800,0,0,2,0,0,0,0,4,0
250,Belgrano,Vidal,a1800,0,0,2,0,0,0,0,5,0
250,Belgrano,Vidal,a1800,0,0,2,0,0,0,0,6,0
250,Belgrano,Vidal,a1800,0,0,2,0,0,0,0,7,0
250,Belgrano,Vidal,a1800,0,0,2,0,0,0,.25,8,.25
250,Belgrano,Vidal,a1800,0,0,2,0,0,0,0,9,0
250,Belgrano,Vidal,a1800,0,0,2,0,0,0,0,10,0
250,Belgrano,Vidal,a1800,0,0,2,0,0,0,0,11,0
250,Belgrano,Vidal,a1800,0,0,2,0,0,0,0,12,0
250,Belgrano,Vidal,a1800,0,0,2,0,0,0,.25,72,.25
250,Belgrano,Vidal,a1800,0,0,2,0,0,0,0,73,.25
251,Belgrano,Vidal,a1900,0,1,1,0,0,0,0,4,0
251,Belgrano,Vidal,a1900,0,1,1,0,0,0,.25,5,.25
251,Belgrano,Vidal,a1900,0,1,1,0,0,0,0,6,0
251,Belgrano,Vidal,a1900,0,1,1,0,0,0,0,7,0
251,Belgrano,Vidal,a1900,0,1,1,0,0,0,1.25,8,1.25
251,Belgrano,Vidal,a1900,0,1,1,0,0,0,1,9,1
251,Belgrano,Vidal,a1900,0,1,1,0,0,0,0,10,0
251,Belgrano,Vidal,a1900,0,1,1,0,0,0,.25,11,.25
251,Belgrano,Vidal,a1900,0,1,1,0,0,0,0,12,0
251,Belgrano,Vidal,a1900,0,1,1,0,0,0,.25,72,.25
251,Belgrano,Vidal,a1900,0,1,1,0,0,0,0,73,.25
252,Belgrano,Vidal,a2000,1,1,0,0,0,0,0,4,0
252,Belgrano,Vidal,a2000,1,1,0,0,0,0,.5,5,.5
252,Belgrano,Vidal,a2000,1,1,0,0,0,0,0,6,0
252,Belgrano,Vidal,a2000,1,1,0,0,0,0,0,7,0
252,Belgrano,Vidal,a2000,1,1,0,0,0,0,0,8,0
252,Belgrano,Vidal,a2000,1,1,0,0,0,0,0,9,0
252,Belgrano,Vidal,a2000,1,1,0,0,0,0,.25,10,.25
252,Belgrano,Vidal,a2000,1,1,0,0,0,0,.25,11,.25
252,Belgrano,Vidal,a2000,1,1,0,0,0,0,0,12,0
252,Belgrano,Vidal,a2000,1,1,0,0,0,0,0,72,0
252,Belgrano,Vidal,a2000,1,1,0,0,0,0,0,73,0
253,Belgrano,Vidal,a2100,0,1,1,0,0,0,.25,4,.25
253,Belgrano,Vidal,a2100,0,1,1,0,0,0,.25,5,.25
253,Belgrano,Vidal,a2100,0,1,1,0,0,0,0,6,0
253,Belgrano,Vidal,a2100,0,1,1,0,0,0,0,7,0
253,Belgrano,Vidal,a2100,0,1,1,0,0,0,0,8,0
253,Belgrano,Vidal,a2100,0,1,1,0,0,0,0,9,0
253,Belgrano,Vidal,a2100,0,1,1,0,0,0,.25,10,.25
253,Belgrano,Vidal,a2100,0,1,1,0,0,0,1.25,11,1.25
253,Belgrano,Vidal,a2100,0,1,1,0,0,0,0,12,0
253,Belgrano,Vidal,a2100,0,1,1,0,0,0,.25,72,.25
253,Belgrano,Vidal,a2100,0,1,1,0,0,0,0,73,.25
254,Belgrano,Vidal,a2200,0,0,2,0,0,0,.25,4,.25
254,Belgrano,Vidal,a2200,0,0,2,0,0,0,0,5,0
254,Belgrano,Vidal,a2200,0,0,2,0,0,0,0,6,0
254,Belgrano,Vidal,a2200,0,0,2,0,0,0,0,7,0
254,Belgrano,Vidal,a2200,0,0,2,0,0,0,0,8,0
254,Belgrano,Vidal,a2200,0,0,2,0,0,0,0,9,0
254,Belgrano,Vidal,a2200,0,0,2,0,0,0,0,10,0
254,Belgrano,Vidal,a2200,0,0,2,0,0,0,.25,11,.25
254,Belgrano,Vidal,a2200,0,0,2,0,0,0,0,12,0
254,Belgrano,Vidal,a2200,0,0,2,0,0,0,.25,72,.25
254,Belgrano,Vidal,a2200,0,0,2,0,0,0,0,73,.25
255,Belgrano,Vidal,a2300,0,0,2,0,0,0,0,4,0
255,Belgrano,Vidal,a2300,0,0,2,0,0,0,0,5,0
255,Belgrano,Vidal,a2300,0,0,2,0,0,0,.25,6,.25
255,Belgrano,Vidal,a2300,0,0,2,0,0,0,0,7,0
255,Belgrano,Vidal,a2300,0,0,2,0,0,0,0,8,0
255,Belgrano,Vidal,a2300,0,0,2,0,0,0,0,9,0
255,Belgrano,Vidal,a2300,0,0,2,0,0,0,0,10,0
255,Belgrano,Vidal,a2300,0,0,2,0,0,0,.25,11,.25
255,Belgrano,Vidal,a2300,0,0,2,0,0,0,0,12,0
255,Belgrano,Vidal,a2300,0,0,2,0,0,0,0,72,0
255,Belgrano,Vidal,a2300,0,0,2,0,0,0,0,73,0
256,Belgrano,Vidal,a2400,0,0,2,0,0,0,0,4,0
256,Belgrano,Vidal,a2400,0,0,2,0,0,0,0,5,0
256,Belgrano,Vidal,a2400,0,0,2,0,0,0,.5,6,.5
256,Belgrano,Vidal,a2400,0,0,2,0,0,0,0,7,0
256,Belgrano,Vidal,a2400,0,0,2,0,0,0,1,8,1
256,Belgrano,Vidal,a2400,0,0,2,0,0,0,0,9,0
256,Belgrano,Vidal,a2400,0,0,2,0,0,0,0,10,0
256,Belgrano,Vidal,a2400,0,0,2,0,0,0,.25,11,.25
256,Belgrano,Vidal,a2400,0,0,2,0,0,0,.25,12,.25
256,Belgrano,Vidal,a2400,0,0,2,0,0,0,0,72,0
256,Belgrano,Vidal,a2400,0,0,2,0,0,0,.25,73,.25
257,Belgrano,Vidal,a2500,0,0,2,0,0,0,0,4,0
257,Belgrano,Vidal,a2500,0,0,2,0,0,0,0,5,0
257,Belgrano,Vidal,a2500,0,0,2,0,0,0,.25,6,.25
257,Belgrano,Vidal,a2500,0,0,2,0,0,0,0,7,0
257,Belgrano,Vidal,a2500,0,0,2,0,0,0,.25,8,.25
257,Belgrano,Vidal,a2500,0,0,2,0,0,0,.25,9,.25
257,Belgrano,Vidal,a2500,0,0,2,0,0,0,0,10,0
257,Belgrano,Vidal,a2500,0,0,2,0,0,0,.25,11,.25
257,Belgrano,Vidal,a2500,0,0,2,0,0,0,.25,12,.25
257,Belgrano,Vidal,a2500,0,0,2,0,0,0,0,72,0
257,Belgrano,Vidal,a2500,0,0,2,0,0,0,.25,73,.25
258,Belgrano,Vidal,a2600,0,0,3,0,0,0,1,4,1
258,Belgrano,Vidal,a2600,0,0,3,0,0,0,0,5,0
258,Belgrano,Vidal,a2600,0,0,3,0,0,0,0,6,0
258,Belgrano,Vidal,a2600,0,0,3,0,0,0,0,7,0
258,Belgrano,Vidal,a2600,0,0,3,0,0,0,.25,8,.25
258,Belgrano,Vidal,a2600,0,0,3,0,0,0,.5,9,.5
258,Belgrano,Vidal,a2600,0,0,3,0,0,0,0,10,0
258,Belgrano,Vidal,a2600,0,0,3,0,0,0,.25,11,.25
258,Belgrano,Vidal,a2600,0,0,3,0,0,0,0,12,0
258,Belgrano,Vidal,a2600,0,0,3,0,0,0,0,72,0
258,Belgrano,Vidal,a2600,0,0,3,0,0,0,.25,73,.25
259,Belgrano,Vidal,a2700,0,0,2,0,0,0,0,4,0
259,Belgrano,Vidal,a2700,0,0,2,0,0,0,0,5,0
259,Belgrano,Vidal,a2700,0,0,2,0,0,0,0,6,0
259,Belgrano,Vidal,a2700,0,0,2,0,0,0,0,7,0
259,Belgrano,Vidal,a2700,0,0,2,0,0,0,0,8,0
259,Belgrano,Vidal,a2700,0,0,2,0,0,0,.25,9,.25
259,Belgrano,Vidal,a2700,0,0,2,0,0,0,0,10,0
259,Belgrano,Vidal,a2700,0,0,2,0,0,0,1,11,1
259,Belgrano,Vidal,a2700,0,0,2,0,0,0,0,12,0
259,Belgrano,Vidal,a2700,0,0,2,0,0,0,0,72,0
259,Belgrano,Vidal,a2700,0,0,2,0,0,0,.25,73,.25
260,Belgrano,Vidal,a2800,0,1,1,0,0,0,1,4,1
260,Belgrano,Vidal,a2800,0,1,1,0,0,0,.25,5,.25
260,Belgrano,Vidal,a2800,0,1,1,0,0,0,1,6,1
260,Belgrano,Vidal,a2800,0,1,1,0,0,0,0,7,0
260,Belgrano,Vidal,a2800,0,1,1,0,0,0,0,8,0
260,Belgrano,Vidal,a2800,0,1,1,0,0,0,0,9,0
260,Belgrano,Vidal,a2800,0,1,1,0,0,0,0,10,0
260,Belgrano,Vidal,a2800,0,1,1,0,0,0,0,11,0
260,Belgrano,Vidal,a2800,0,1,1,0,0,0,0,12,0
260,Belgrano,Vidal,a2800,0,1,1,0,0,0,0,72,0
260,Belgrano,Vidal,a2800,0,1,1,0,0,0,0,73,0
261,Belgrano,Moldes,a600,0,0,7,0,0,0,0,4,0
261,Belgrano,Moldes,a600,0,0,7,0,0,0,0,5,0
261,Belgrano,Moldes,a600,0,0,7,0,0,0,0,6,0
261,Belgrano,Moldes,a600,0,0,7,0,0,0,0,7,0
261,Belgrano,Moldes,a600,0,0,7,0,0,0,.5,8,.5
261,Belgrano,Moldes,a600,0,0,7,0,0,0,0,9,0
261,Belgrano,Moldes,a600,0,0,7,0,0,0,0,10,0
261,Belgrano,Moldes,a600,0,0,7,0,0,0,0,11,0
261,Belgrano,Moldes,a600,0,0,7,0,0,0,0,12,0
261,Belgrano,Moldes,a600,0,0,7,0,0,0,0,72,0
261,Belgrano,Moldes,a600,0,0,7,0,0,0,0,73,0
262,Belgrano,Moldes,a700,0,0,7,0,0,0,0,4,0
262,Belgrano,Moldes,a700,0,0,7,0,0,0,0,5,0
262,Belgrano,Moldes,a700,0,0,7,0,0,0,0,6,0
262,Belgrano,Moldes,a700,0,0,7,0,0,0,.25,7,.25
262,Belgrano,Moldes,a700,0,0,7,0,0,0,.5,8,.5
262,Belgrano,Moldes,a700,0,0,7,0,0,0,0,9,0
262,Belgrano,Moldes,a700,0,0,7,0,0,0,0,10,0
262,Belgrano,Moldes,a700,0,0,7,0,0,0,0,11,0
262,Belgrano,Moldes,a700,0,0,7,0,0,0,1,12,1
262,Belgrano,Moldes,a700,0,0,7,0,0,0,0,72,0
262,Belgrano,Moldes,a700,0,0,7,0,0,0,0,73,0
263,Belgrano,Moldes,a800,0,0,8,0,0,0,0,4,0
263,Belgrano,Moldes,a800,0,0,8,0,0,0,0,5,0
263,Belgrano,Moldes,a800,0,0,8,0,0,0,0,6,0
263,Belgrano,Moldes,a800,0,0,8,0,0,0,.25,7,.25
263,Belgrano,Moldes,a800,0,0,8,0,0,0,0,8,0
263,Belgrano,Moldes,a800,0,0,8,0,0,0,0,9,0
263,Belgrano,Moldes,a800,0,0,8,0,0,0,0,10,0
263,Belgrano,Moldes,a800,0,0,8,0,0,0,0,11,0
263,Belgrano,Moldes,a800,0,0,8,0,0,0,0,12,0
263,Belgrano,Moldes,a800,0,0,8,0,0,0,0,72,0
263,Belgrano,Moldes,a800,0,0,8,0,0,0,0,73,0
264,Belgrano,Moldes,a900,0,0,9,0,0,0,0,4,0
264,Belgrano,Moldes,a900,0,0,9,0,0,0,0,5,0
264,Belgrano,Moldes,a900,0,0,9,0,0,0,0,6,0
264,Belgrano,Moldes,a900,0,0,9,0,0,0,0,7,0
264,Belgrano,Moldes,a900,0,0,9,0,0,0,0,8,0
264,Belgrano,Moldes,a900,0,0,9,0,0,0,1,9,1
264,Belgrano,Moldes,a900,0,0,9,0,0,0,0,10,0
264,Belgrano,Moldes,a900,0,0,9,0,0,0,0,11,0
264,Belgrano,Moldes,a900,0,0,9,0,0,0,0,12,0
264,Belgrano,Moldes,a900,0,0,9,0,0,0,0,72,0
264,Belgrano,Moldes,a900,0,0,9,0,0,0,0,73,0
265,Belgrano,Moldes,a1000,0,0,10,0,0,0,0,4,0
265,Belgrano,Moldes,a1000,0,0,10,0,0,0,.25,5,.25
265,Belgrano,Moldes,a1000,0,0,10,0,0,0,0,6,0
265,Belgrano,Moldes,a1000,0,0,10,0,0,0,0,7,0
265,Belgrano,Moldes,a1000,0,0,10,0,0,0,0,8,0
265,Belgrano,Moldes,a1000,0,0,10,0,0,0,0,9,0
265,Belgrano,Moldes,a1000,0,0,10,0,0,0,0,10,0
265,Belgrano,Moldes,a1000,0,0,10,0,0,0,0,11,0
265,Belgrano,Moldes,a1000,0,0,10,0,0,0,0,12,0
265,Belgrano,Moldes,a1000,0,0,10,0,0,0,0,72,0
265,Belgrano,Moldes,a1000,0,0,10,0,0,0,0,73,0
266,Belgrano,Moldes,a1100,0,0,10,0,0,0,0,4,0
266,Belgrano,Moldes,a1100,0,0,10,0,0,0,.25,5,.25
266,Belgrano,Moldes,a1100,0,0,10,0,0,0,0,6,0
266,Belgrano,Moldes,a1100,0,0,10,0,0,0,0,7,0
266,Belgrano,Moldes,a1100,0,0,10,0,0,0,0,8,0
266,Belgrano,Moldes,a1100,0,0,10,0,0,0,0,9,0
266,Belgrano,Moldes,a1100,0,0,10,0,0,0,1,10,1
266,Belgrano,Moldes,a1100,0,0,10,0,0,0,1,11,1
266,Belgrano,Moldes,a1100,0,0,10,0,0,0,0,12,0
266,Belgrano,Moldes,a1100,0,0,10,0,0,0,0,72,0
266,Belgrano,Moldes,a1100,0,0,10,0,0,0,0,73,0
267,Belgrano,Moldes,a1200,0,0,9,0,0,0,0,4,0
267,Belgrano,Moldes,a1200,0,0,9,0,0,0,.25,5,.25
267,Belgrano,Moldes,a1200,0,0,9,0,0,0,.5,6,.5
267,Belgrano,Moldes,a1200,0,0,9,0,0,0,0,7,0
267,Belgrano,Moldes,a1200,0,0,9,0,0,0,0,8,0
267,Belgrano,Moldes,a1200,0,0,9,0,0,0,0,9,0
267,Belgrano,Moldes,a1200,0,0,9,0,0,0,0,10,0
267,Belgrano,Moldes,a1200,0,0,9,0,0,0,0,11,0
267,Belgrano,Moldes,a1200,0,0,9,0,0,0,0,12,0
267,Belgrano,Moldes,a1200,0,0,9,0,0,0,0,72,0
267,Belgrano,Moldes,a1200,0,0,9,0,0,0,0,73,0
268,Belgrano,Moldes,a1300,0,0,8,0,0,0,0,4,0
268,Belgrano,Moldes,a1300,0,0,8,0,0,0,.25,5,.25
268,Belgrano,Moldes,a1300,0,0,8,0,0,0,.5,6,.5
268,Belgrano,Moldes,a1300,0,0,8,0,0,0,0,7,0
268,Belgrano,Moldes,a1300,0,0,8,0,0,0,0,8,0
268,Belgrano,Moldes,a1300,0,0,8,0,0,0,.25,9,.25
268,Belgrano,Moldes,a1300,0,0,8,0,0,0,0,10,0
268,Belgrano,Moldes,a1300,0,0,8,0,0,0,0,11,0
268,Belgrano,Moldes,a1300,0,0,8,0,0,0,1.25,12,1.25
268,Belgrano,Moldes,a1300,0,0,8,0,0,0,0,72,0
268,Belgrano,Moldes,a1300,0,0,8,0,0,0,0,73,0
269,Belgrano,Moldes,a1400,0,0,7,0,0,0,1,4,1
269,Belgrano,Moldes,a1400,0,0,7,0,0,0,0,5,0
269,Belgrano,Moldes,a1400,0,0,7,0,0,0,0,6,0
269,Belgrano,Moldes,a1400,0,0,7,0,0,0,0,7,0
269,Belgrano,Moldes,a1400,0,0,7,0,0,0,1,8,1
269,Belgrano,Moldes,a1400,0,0,7,0,0,0,.25,9,.25
269,Belgrano,Moldes,a1400,0,0,7,0,0,0,1,10,1
269,Belgrano,Moldes,a1400,0,0,7,0,0,0,0,11,0
269,Belgrano,Moldes,a1400,0,0,7,0,0,0,1.25,12,1.25
269,Belgrano,Moldes,a1400,0,0,7,0,0,0,0,72,0
269,Belgrano,Moldes,a1400,0,0,7,0,0,0,0,73,0
270,Belgrano,Moldes,a1500,0,0,6,0,0,1,0,4,0
270,Belgrano,Moldes,a1500,0,0,6,0,0,1,0,5,0
270,Belgrano,Moldes,a1500,0,0,6,0,0,1,0,6,0
270,Belgrano,Moldes,a1500,0,0,6,0,0,1,0,7,0
270,Belgrano,Moldes,a1500,0,0,6,0,0,1,0,8,0
270,Belgrano,Moldes,a1500,0,0,6,0,0,1,0,9,0
270,Belgrano,Moldes,a1500,0,0,6,0,0,1,0,10,0
270,Belgrano,Moldes,a1500,0,0,6,0,0,1,0,11,0
270,Belgrano,Moldes,a1500,0,0,6,0,0,1,0,12,0
270,Belgrano,Moldes,a1500,0,0,6,0,0,1,0,72,0
270,Belgrano,Moldes,a1500,0,0,6,0,0,1,0,73,0
271,Belgrano,Moldes,a1600,0,0,5,0,1,0,0,4,0
271,Belgrano,Moldes,a1600,0,0,5,0,1,0,0,5,0
271,Belgrano,Moldes,a1600,0,0,5,0,1,0,0,6,0
271,Belgrano,Moldes,a1600,0,0,5,0,1,0,0,7,0
271,Belgrano,Moldes,a1600,0,0,5,0,1,0,0,8,0
271,Belgrano,Moldes,a1600,0,0,5,0,1,0,0,9,0
271,Belgrano,Moldes,a1600,0,0,5,0,1,0,0,10,0
271,Belgrano,Moldes,a1600,0,0,5,0,1,0,0,11,0
271,Belgrano,Moldes,a1600,0,0,5,0,1,0,1,12,1
271,Belgrano,Moldes,a1600,0,0,5,0,1,0,0,72,0
271,Belgrano,Moldes,a1600,0,0,5,0,1,0,0,73,0
272,Belgrano,Moldes,a1700,0,0,4,0,0,0,0,4,0
272,Belgrano,Moldes,a1700,0,0,4,0,0,0,1,5,1
272,Belgrano,Moldes,a1700,0,0,4,0,0,0,0,6,0
272,Belgrano,Moldes,a1700,0,0,4,0,0,0,0,7,0
272,Belgrano,Moldes,a1700,0,0,4,0,0,0,0,8,0
272,Belgrano,Moldes,a1700,0,0,4,0,0,0,0,9,0
272,Belgrano,Moldes,a1700,0,0,4,0,0,0,.25,10,.25
272,Belgrano,Moldes,a1700,0,0,4,0,0,0,0,11,0
272,Belgrano,Moldes,a1700,0,0,4,0,0,0,0,12,0
272,Belgrano,Moldes,a1700,0,0,4,0,0,0,0,72,0
272,Belgrano,Moldes,a1700,0,0,4,0,0,0,0,73,0
273,Belgrano,Moldes,a1800,0,0,3,0,0,0,0,4,0
273,Belgrano,Moldes,a1800,0,0,3,0,0,0,0,5,0
273,Belgrano,Moldes,a1800,0,0,3,0,0,0,0,6,0
273,Belgrano,Moldes,a1800,0,0,3,0,0,0,.25,7,.25
273,Belgrano,Moldes,a1800,0,0,3,0,0,0,0,8,0
273,Belgrano,Moldes,a1800,0,0,3,0,0,0,.25,9,.25
273,Belgrano,Moldes,a1800,0,0,3,0,0,0,.25,10,.25
273,Belgrano,Moldes,a1800,0,0,3,0,0,0,0,11,0
273,Belgrano,Moldes,a1800,0,0,3,0,0,0,0,12,0
273,Belgrano,Moldes,a1800,0,0,3,0,0,0,0,72,0
273,Belgrano,Moldes,a1800,0,0,3,0,0,0,0,73,0
274,Belgrano,Moldes,a1900,0,0,2,0,0,0,0,4,0
274,Belgrano,Moldes,a1900,0,0,2,0,0,0,0,5,0
274,Belgrano,Moldes,a1900,0,0,2,0,0,0,0,6,0
274,Belgrano,Moldes,a1900,0,0,2,0,0,0,.25,7,.25
274,Belgrano,Moldes,a1900,0,0,2,0,0,0,.25,8,.25
274,Belgrano,Moldes,a1900,0,0,2,0,0,0,.25,9,.25
274,Belgrano,Moldes,a1900,0,0,2,0,0,0,0,10,0
274,Belgrano,Moldes,a1900,0,0,2,0,0,0,0,11,0
274,Belgrano,Moldes,a1900,0,0,2,0,0,0,0,12,0
274,Belgrano,Moldes,a1900,0,0,2,0,0,0,0,72,0
274,Belgrano,Moldes,a1900,0,0,2,0,0,0,0,73,0
275,Belgrano,Moldes,a2000,0,0,2,0,0,0,0,4,0
275,Belgrano,Moldes,a2000,0,0,2,0,0,0,1,5,1
275,Belgrano,Moldes,a2000,0,0,2,0,0,0,0,6,0
275,Belgrano,Moldes,a2000,0,0,2,0,0,0,0,7,0
275,Belgrano,Moldes,a2000,0,0,2,0,0,0,.5,8,.5
275,Belgrano,Moldes,a2000,0,0,2,0,0,0,0,9,0
275,Belgrano,Moldes,a2000,0,0,2,0,0,0,.25,10,.25
275,Belgrano,Moldes,a2000,0,0,2,0,0,0,0,11,0
275,Belgrano,Moldes,a2000,0,0,2,0,0,0,0,12,0
275,Belgrano,Moldes,a2000,0,0,2,0,0,0,0,72,0
275,Belgrano,Moldes,a2000,0,0,2,0,0,0,.25,73,.25
276,Belgrano,Moldes,a2100,0,0,2,0,0,0,0,4,0
276,Belgrano,Moldes,a2100,0,0,2,0,0,0,0,5,0
276,Belgrano,Moldes,a2100,0,0,2,0,0,0,1,6,1
276,Belgrano,Moldes,a2100,0,0,2,0,0,0,0,7,0
276,Belgrano,Moldes,a2100,0,0,2,0,0,0,.25,8,.25
276,Belgrano,Moldes,a2100,0,0,2,0,0,0,0,9,0
276,Belgrano,Moldes,a2100,0,0,2,0,0,0,.25,10,.25
276,Belgrano,Moldes,a2100,0,0,2,0,0,0,0,11,0
276,Belgrano,Moldes,a2100,0,0,2,0,0,0,0,12,0
276,Belgrano,Moldes,a2100,0,0,2,0,0,0,0,72,0
276,Belgrano,Moldes,a2100,0,0,2,0,0,0,.25,73,.25
277,Belgrano,Moldes,a2200,0,0,2,0,0,0,0,4,0
277,Belgrano,Moldes,a2200,0,0,2,0,0,0,0,5,0
277,Belgrano,Moldes,a2200,0,0,2,0,0,0,0,6,0
277,Belgrano,Moldes,a2200,0,0,2,0,0,0,0,7,0
277,Belgrano,Moldes,a2200,0,0,2,0,0,0,0,8,0
277,Belgrano,Moldes,a2200,0,0,2,0,0,0,0,9,0
277,Belgrano,Moldes,a2200,0,0,2,0,0,0,0,10,0
277,Belgrano,Moldes,a2200,0,0,2,0,0,0,.25,11,.25
277,Belgrano,Moldes,a2200,0,0,2,0,0,0,0,12,0
277,Belgrano,Moldes,a2200,0,0,2,0,0,0,0,72,0
277,Belgrano,Moldes,a2200,0,0,2,0,0,0,0,73,0
278,Belgrano,Moldes,a2300,0,1,1,0,0,0,0,4,0
278,Belgrano,Moldes,a2300,0,1,1,0,0,0,0,5,0
278,Belgrano,Moldes,a2300,0,1,1,0,0,0,0,6,0
278,Belgrano,Moldes,a2300,0,1,1,0,0,0,0,7,0
278,Belgrano,Moldes,a2300,0,1,1,0,0,0,0,8,0
278,Belgrano,Moldes,a2300,0,1,1,0,0,0,0,9,0
278,Belgrano,Moldes,a2300,0,1,1,0,0,0,0,10,0
278,Belgrano,Moldes,a2300,0,1,1,0,0,0,1.25,11,1.25
278,Belgrano,Moldes,a2300,0,1,1,0,0,0,0,12,0
278,Belgrano,Moldes,a2300,0,1,1,0,0,0,0,72,0
278,Belgrano,Moldes,a2300,0,1,1,0,0,0,0,73,0
