"","observ","barrio","calle","altura","institu1","institu3","distanci","edpub","estserv","banco","totrob","mes","totrob2","category","month","month.label"
"3953",396,"Belgrano","O´Higgins","a1500",0,0,3,0,0,0,1,6,1,4,6,"June"
"3954",396,"Belgrano","O´Higgins","a1500",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"3955",396,"Belgrano","O´Higgins","a1500",0,0,3,0,0,0,0,8,0,4,9,"August"
"3956",396,"Belgrano","O´Higgins","a1500",0,0,3,0,0,0,0.25,9,0.25,4,10,"September"
"3957",396,"Belgrano","O´Higgins","a1500",0,0,3,0,0,0,0,10,0,4,11,"October"
"3958",396,"Belgrano","O´Higgins","a1500",0,0,3,0,0,0,0,11,0,4,12,"November"
"3959",396,"Belgrano","O´Higgins","a1500",0,0,3,0,0,0,0,12,0,4,13,"December"
"3960",396,"Belgrano","O´Higgins","a1500",0,0,3,0,0,0,0,73,1,4,8,"July (18-31)"
"3961",397,"Belgrano","O´Higgins","a1600",0,0,3,0,0,0,0,4,0,4,4,"April"
"3962",397,"Belgrano","O´Higgins","a1600",0,0,3,0,0,0,0,5,0,4,5,"May"
"3963",397,"Belgrano","O´Higgins","a1600",0,0,3,0,0,0,0,6,0,4,6,"June"
"3964",397,"Belgrano","O´Higgins","a1600",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"3965",397,"Belgrano","O´Higgins","a1600",0,0,3,0,0,0,0,8,0,4,9,"August"
"3966",397,"Belgrano","O´Higgins","a1600",0,0,3,0,0,0,0,9,0,4,10,"September"
"3967",397,"Belgrano","O´Higgins","a1600",0,0,3,0,0,0,0,10,0,4,11,"October"
"3968",397,"Belgrano","O´Higgins","a1600",0,0,3,0,0,0,0,11,0,4,12,"November"
"3969",397,"Belgrano","O´Higgins","a1600",0,0,3,0,0,0,0,12,0,4,13,"December"
"3970",397,"Belgrano","O´Higgins","a1600",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"3971",398,"Belgrano","O´Higgins","a1700",0,0,3,0,0,0,2,4,2,4,4,"April"
"3972",398,"Belgrano","O´Higgins","a1700",0,0,3,0,0,0,0,5,0,4,5,"May"
"3973",398,"Belgrano","O´Higgins","a1700",0,0,3,0,0,0,0,6,0,4,6,"June"
"3974",398,"Belgrano","O´Higgins","a1700",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"3975",398,"Belgrano","O´Higgins","a1700",0,0,3,0,0,0,0,8,0,4,9,"August"
"3976",398,"Belgrano","O´Higgins","a1700",0,0,3,0,0,0,0,9,0,4,10,"September"
"3977",398,"Belgrano","O´Higgins","a1700",0,0,3,0,0,0,0,10,0,4,11,"October"
"3978",398,"Belgrano","O´Higgins","a1700",0,0,3,0,0,0,0,11,0,4,12,"November"
"3979",398,"Belgrano","O´Higgins","a1700",0,0,3,0,0,0,0,12,0,4,13,"December"
"3980",398,"Belgrano","O´Higgins","a1700",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"3981",399,"Belgrano","O´Higgins","a1800",0,0,4,0,0,0,0,4,0,4,4,"April"
"3982",399,"Belgrano","O´Higgins","a1800",0,0,4,0,0,0,0,5,0,4,5,"May"
"3983",399,"Belgrano","O´Higgins","a1800",0,0,4,0,0,0,0,6,0,4,6,"June"
"3984",399,"Belgrano","O´Higgins","a1800",0,0,4,0,0,0,0,7,0,4,7,"July (1-17)"
"3985",399,"Belgrano","O´Higgins","a1800",0,0,4,0,0,0,1,8,1,4,9,"August"
"3986",399,"Belgrano","O´Higgins","a1800",0,0,4,0,0,0,0,9,0,4,10,"September"
"3987",399,"Belgrano","O´Higgins","a1800",0,0,4,0,0,0,0,10,0,4,11,"October"
"3988",399,"Belgrano","O´Higgins","a1800",0,0,4,0,0,0,0,11,0,4,12,"November"
"3989",399,"Belgrano","O´Higgins","a1800",0,0,4,0,0,0,0,12,0,4,13,"December"
"3990",399,"Belgrano","O´Higgins","a1800",0,0,4,0,0,0,0,73,0,4,8,"July (18-31)"
"3991",400,"Belgrano","O´Higgins","a1900",0,0,5,0,0,0,0,4,0,4,4,"April"
"3992",400,"Belgrano","O´Higgins","a1900",0,0,5,0,0,0,0.25,5,0.25,4,5,"May"
"3993",400,"Belgrano","O´Higgins","a1900",0,0,5,0,0,0,0.25,6,0.25,4,6,"June"
"3994",400,"Belgrano","O´Higgins","a1900",0,0,5,0,0,0,0,7,0,4,7,"July (1-17)"
"3995",400,"Belgrano","O´Higgins","a1900",0,0,5,0,0,0,0.5,8,0.5,4,9,"August"
"3996",400,"Belgrano","O´Higgins","a1900",0,0,5,0,0,0,0,9,0,4,10,"September"
"3997",400,"Belgrano","O´Higgins","a1900",0,0,5,0,0,0,0.5,10,0.5,4,11,"October"
"3998",400,"Belgrano","O´Higgins","a1900",0,0,5,0,0,0,0,11,0,4,12,"November"
"3999",400,"Belgrano","O´Higgins","a1900",0,0,5,0,0,0,0,12,0,4,13,"December"
"4000",400,"Belgrano","O´Higgins","a1900",0,0,5,0,0,0,0,73,0,4,8,"July (18-31)"
"4001",401,"Belgrano","O´Higgins","a2000",0,0,4,0,0,0,0,4,0,4,4,"April"
"4002",401,"Belgrano","O´Higgins","a2000",0,0,4,0,0,0,0.5,5,0.5,4,5,"May"
"4003",401,"Belgrano","O´Higgins","a2000",0,0,4,0,0,0,0.25,6,0.25,4,6,"June"
"4004",401,"Belgrano","O´Higgins","a2000",0,0,4,0,0,0,0,7,0,4,7,"July (1-17)"
"4005",401,"Belgrano","O´Higgins","a2000",0,0,4,0,0,0,0.5,8,0.5,4,9,"August"
"4006",401,"Belgrano","O´Higgins","a2000",0,0,4,0,0,0,0,9,0,4,10,"September"
"4007",401,"Belgrano","O´Higgins","a2000",0,0,4,0,0,0,1,10,1,4,11,"October"
"4008",401,"Belgrano","O´Higgins","a2000",0,0,4,0,0,0,0,11,0,4,12,"November"
"4009",401,"Belgrano","O´Higgins","a2000",0,0,4,0,0,0,0,12,0,4,13,"December"
"4010",401,"Belgrano","O´Higgins","a2000",0,0,4,0,0,0,0,73,0,4,8,"July (18-31)"
"4011",402,"Belgrano","O´Higgins","a2100",0,0,3,0,0,0,0.25,4,0.25,4,4,"April"
"4012",402,"Belgrano","O´Higgins","a2100",0,0,3,0,0,0,0.25,5,0.25,4,5,"May"
"4013",402,"Belgrano","O´Higgins","a2100",0,0,3,0,0,0,0,6,0,4,6,"June"
"4014",402,"Belgrano","O´Higgins","a2100",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"4015",402,"Belgrano","O´Higgins","a2100",0,0,3,0,0,0,0.25,8,0.25,4,9,"August"
"4016",402,"Belgrano","O´Higgins","a2100",0,0,3,0,0,0,0,9,0,4,10,"September"
"4017",402,"Belgrano","O´Higgins","a2100",0,0,3,0,0,0,0.5,10,0.5,4,11,"October"
"4018",402,"Belgrano","O´Higgins","a2100",0,0,3,0,0,0,0,11,0,4,12,"November"
"4019",402,"Belgrano","O´Higgins","a2100",0,0,3,0,0,0,0,12,0,4,13,"December"
"4020",402,"Belgrano","O´Higgins","a2100",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"4021",403,"Belgrano","O´Higgins","a2200",0,0,2,0,0,0,0.25,4,0.25,3,4,"April"
"4022",403,"Belgrano","O´Higgins","a2200",0,0,2,0,0,0,0,5,0,3,5,"May"
"4023",403,"Belgrano","O´Higgins","a2200",0,0,2,0,0,0,0,6,0,3,6,"June"
"4024",403,"Belgrano","O´Higgins","a2200",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"4025",403,"Belgrano","O´Higgins","a2200",0,0,2,0,0,0,0.5,8,0.5,3,9,"August"
"4026",403,"Belgrano","O´Higgins","a2200",0,0,2,0,0,0,0,9,0,3,10,"September"
"4027",403,"Belgrano","O´Higgins","a2200",0,0,2,0,0,0,0,10,0,3,11,"October"
"4028",403,"Belgrano","O´Higgins","a2200",0,0,2,0,0,0,0,11,0,3,12,"November"
"4029",403,"Belgrano","O´Higgins","a2200",0,0,2,0,0,0,0,12,0,3,13,"December"
"4030",403,"Belgrano","O´Higgins","a2200",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"4031",404,"Belgrano","O´Higgins","a2300",0,0,2,0,0,0,0,4,0,3,4,"April"
"4032",404,"Belgrano","O´Higgins","a2300",0,0,2,0,0,0,0,5,0,3,5,"May"
"4033",404,"Belgrano","O´Higgins","a2300",0,0,2,0,0,0,0,6,0,3,6,"June"
"4034",404,"Belgrano","O´Higgins","a2300",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"4035",404,"Belgrano","O´Higgins","a2300",0,0,2,0,0,0,0.25,8,0.25,3,9,"August"
"4036",404,"Belgrano","O´Higgins","a2300",0,0,2,0,0,0,0,9,0,3,10,"September"
"4037",404,"Belgrano","O´Higgins","a2300",0,0,2,0,0,0,0,10,0,3,11,"October"
"4038",404,"Belgrano","O´Higgins","a2300",0,0,2,0,0,0,0,11,0,3,12,"November"
"4039",404,"Belgrano","O´Higgins","a2300",0,0,2,0,0,0,0,12,0,3,13,"December"
"4040",404,"Belgrano","O´Higgins","a2300",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"4041",405,"Belgrano","O´Higgins","a2400",0,0,2,0,0,0,0,4,0,3,4,"April"
"4042",405,"Belgrano","O´Higgins","a2400",0,0,2,0,0,0,0,5,0,3,5,"May"
"4043",405,"Belgrano","O´Higgins","a2400",0,0,2,0,0,0,0,6,0,3,6,"June"
"4044",405,"Belgrano","O´Higgins","a2400",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"4045",405,"Belgrano","O´Higgins","a2400",0,0,2,0,0,0,0,8,0,3,9,"August"
"4046",405,"Belgrano","O´Higgins","a2400",0,0,2,0,0,0,0,9,0,3,10,"September"
"4047",405,"Belgrano","O´Higgins","a2400",0,0,2,0,0,0,0.5,10,0.5,3,11,"October"
"4048",405,"Belgrano","O´Higgins","a2400",0,0,2,0,0,0,0,11,0,3,12,"November"
"4049",405,"Belgrano","O´Higgins","a2400",0,0,2,0,0,0,0,12,0,3,13,"December"
"4050",405,"Belgrano","O´Higgins","a2400",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"4051",406,"Belgrano","O´Higgins","a2500",0,0,3,0,0,0,0,4,0,4,4,"April"
"4052",406,"Belgrano","O´Higgins","a2500",0,0,3,0,0,0,0.25,5,0.25,4,5,"May"
"4053",406,"Belgrano","O´Higgins","a2500",0,0,3,0,0,0,0,6,0,4,6,"June"
"4054",406,"Belgrano","O´Higgins","a2500",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"4055",406,"Belgrano","O´Higgins","a2500",0,0,3,0,0,0,0,8,0,4,9,"August"
"4056",406,"Belgrano","O´Higgins","a2500",0,0,3,0,0,0,0,9,0,4,10,"September"
"4057",406,"Belgrano","O´Higgins","a2500",0,0,3,0,0,0,0.5,10,0.5,4,11,"October"
"4058",406,"Belgrano","O´Higgins","a2500",0,0,3,0,0,0,0,11,0,4,12,"November"
"4059",406,"Belgrano","O´Higgins","a2500",0,0,3,0,0,0,0,12,0,4,13,"December"
"4060",406,"Belgrano","O´Higgins","a2500",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"4061",407,"Belgrano","O´Higgins","a2600",0,0,4,0,0,0,0,4,0,4,4,"April"
"4062",407,"Belgrano","O´Higgins","a2600",0,0,4,0,0,0,0.5,5,0.5,4,5,"May"
"4063",407,"Belgrano","O´Higgins","a2600",0,0,4,0,0,0,0,6,0,4,6,"June"
"4064",407,"Belgrano","O´Higgins","a2600",0,0,4,0,0,0,0,7,0,4,7,"July (1-17)"
"4065",407,"Belgrano","O´Higgins","a2600",0,0,4,0,0,0,0,8,0,4,9,"August"
"4066",407,"Belgrano","O´Higgins","a2600",0,0,4,0,0,0,0,9,0,4,10,"September"
"4067",407,"Belgrano","O´Higgins","a2600",0,0,4,0,0,0,0,10,0,4,11,"October"
"4068",407,"Belgrano","O´Higgins","a2600",0,0,4,0,0,0,0,11,0,4,12,"November"
"4069",407,"Belgrano","O´Higgins","a2600",0,0,4,0,0,0,0,12,0,4,13,"December"
"4070",407,"Belgrano","O´Higgins","a2600",0,0,4,0,0,0,0,73,0,4,8,"July (18-31)"
"4071",408,"Belgrano","O´Higgins","a2700",0,0,5,0,0,0,0,4,0,4,4,"April"
"4072",408,"Belgrano","O´Higgins","a2700",0,0,5,0,0,0,0.25,5,0.25,4,5,"May"
"4073",408,"Belgrano","O´Higgins","a2700",0,0,5,0,0,0,0,6,0,4,6,"June"
"4074",408,"Belgrano","O´Higgins","a2700",0,0,5,0,0,0,0,7,0,4,7,"July (1-17)"
"4075",408,"Belgrano","O´Higgins","a2700",0,0,5,0,0,0,0,8,0,4,9,"August"
"4076",408,"Belgrano","O´Higgins","a2700",0,0,5,0,0,0,0,9,0,4,10,"September"
"4077",408,"Belgrano","O´Higgins","a2700",0,0,5,0,0,0,0,10,0,4,11,"October"
"4078",408,"Belgrano","O´Higgins","a2700",0,0,5,0,0,0,1,11,1,4,12,"November"
"4079",408,"Belgrano","O´Higgins","a2700",0,0,5,0,0,0,0,12,0,4,13,"December"
"4080",408,"Belgrano","O´Higgins","a2700",0,0,5,0,0,0,0,73,0,4,8,"July (18-31)"
"4081",409,"Belgrano","3 de Febrero","a1100",0,0,3,0,0,0,0,4,0,4,4,"April"
"4082",409,"Belgrano","3 de Febrero","a1100",0,0,3,0,0,0,1.5,5,1.5,4,5,"May"
"4083",409,"Belgrano","3 de Febrero","a1100",0,0,3,0,0,0,0.25,6,0.25,4,6,"June"
"4084",409,"Belgrano","3 de Febrero","a1100",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"4085",409,"Belgrano","3 de Febrero","a1100",0,0,3,0,0,0,0,8,0,4,9,"August"
"4086",409,"Belgrano","3 de Febrero","a1100",0,0,3,0,0,0,0,9,0,4,10,"September"
"4087",409,"Belgrano","3 de Febrero","a1100",0,0,3,0,0,0,0,10,0,4,11,"October"
"4088",409,"Belgrano","3 de Febrero","a1100",0,0,3,0,0,0,0,11,0,4,12,"November"
"4089",409,"Belgrano","3 de Febrero","a1100",0,0,3,0,0,0,0,12,0,4,13,"December"
"4090",409,"Belgrano","3 de Febrero","a1100",0,0,3,0,0,0,0.25,73,0.25,4,8,"July (18-31)"
"4091",410,"Belgrano","3 de Febrero","a1200",0,0,3,0,0,0,0,4,0,4,4,"April"
"4092",410,"Belgrano","3 de Febrero","a1200",0,0,3,0,0,0,0,5,0,4,5,"May"
"4093",410,"Belgrano","3 de Febrero","a1200",0,0,3,0,0,0,0,6,0,4,6,"June"
"4094",410,"Belgrano","3 de Febrero","a1200",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"4095",410,"Belgrano","3 de Febrero","a1200",0,0,3,0,0,0,0.25,8,0.25,4,9,"August"
"4096",410,"Belgrano","3 de Febrero","a1200",0,0,3,0,0,0,1,9,1,4,10,"September"
"4097",410,"Belgrano","3 de Febrero","a1200",0,0,3,0,0,0,0,10,0,4,11,"October"
"4098",410,"Belgrano","3 de Febrero","a1200",0,0,3,0,0,0,0,11,0,4,12,"November"
"4099",410,"Belgrano","3 de Febrero","a1200",0,0,3,0,0,0,0,12,0,4,13,"December"
"4100",410,"Belgrano","3 de Febrero","a1200",0,0,3,0,0,0,0.25,73,0.25,4,8,"July (18-31)"
"4101",411,"Belgrano","3 de Febrero","a1300",0,0,3,1,0,0,0,4,0,4,4,"April"
"4102",411,"Belgrano","3 de Febrero","a1300",0,0,3,1,0,0,0,5,0,4,5,"May"
"4103",411,"Belgrano","3 de Febrero","a1300",0,0,3,1,0,0,0,6,0,4,6,"June"
"4104",411,"Belgrano","3 de Febrero","a1300",0,0,3,1,0,0,0,7,0,4,7,"July (1-17)"
"4105",411,"Belgrano","3 de Febrero","a1300",0,0,3,1,0,0,0.5,8,0.5,4,9,"August"
"4106",411,"Belgrano","3 de Febrero","a1300",0,0,3,1,0,0,0,9,0,4,10,"September"
"4107",411,"Belgrano","3 de Febrero","a1300",0,0,3,1,0,0,0,10,0,4,11,"October"
"4108",411,"Belgrano","3 de Febrero","a1300",0,0,3,1,0,0,0,11,0,4,12,"November"
"4109",411,"Belgrano","3 de Febrero","a1300",0,0,3,1,0,0,0.25,12,0.25,4,13,"December"
"4110",411,"Belgrano","3 de Febrero","a1300",0,0,3,1,0,0,0,73,0,4,8,"July (18-31)"
"4111",412,"Belgrano","3 de Febrero","a1400",0,0,3,0,0,0,0,4,0,4,4,"April"
"4112",412,"Belgrano","3 de Febrero","a1400",0,0,3,0,0,0,0,5,0,4,5,"May"
"4113",412,"Belgrano","3 de Febrero","a1400",0,0,3,0,0,0,0,6,0,4,6,"June"
"4114",412,"Belgrano","3 de Febrero","a1400",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"4115",412,"Belgrano","3 de Febrero","a1400",0,0,3,0,0,0,0.25,8,0.25,4,9,"August"
"4116",412,"Belgrano","3 de Febrero","a1400",0,0,3,0,0,0,0,9,0,4,10,"September"
"4117",412,"Belgrano","3 de Febrero","a1400",0,0,3,0,0,0,0,10,0,4,11,"October"
"4118",412,"Belgrano","3 de Febrero","a1400",0,0,3,0,0,0,0,11,0,4,12,"November"
"4119",412,"Belgrano","3 de Febrero","a1400",0,0,3,0,0,0,0.25,12,0.25,4,13,"December"
"4120",412,"Belgrano","3 de Febrero","a1400",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"4121",413,"Belgrano","3 de Febrero","a1500",0,0,2,0,0,0,0,4,0,3,4,"April"
"4122",413,"Belgrano","3 de Febrero","a1500",0,0,2,0,0,0,0,5,0,3,5,"May"
"4123",413,"Belgrano","3 de Febrero","a1500",0,0,2,0,0,0,0,6,0,3,6,"June"
"4124",413,"Belgrano","3 de Febrero","a1500",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"4125",413,"Belgrano","3 de Febrero","a1500",0,0,2,0,0,0,0,8,0,3,9,"August"
"4126",413,"Belgrano","3 de Febrero","a1500",0,0,2,0,0,0,0,9,0,3,10,"September"
"4127",413,"Belgrano","3 de Febrero","a1500",0,0,2,0,0,0,0,10,0,3,11,"October"
"4128",413,"Belgrano","3 de Febrero","a1500",0,0,2,0,0,0,0,11,0,3,12,"November"
"4129",413,"Belgrano","3 de Febrero","a1500",0,0,2,0,0,0,0,12,0,3,13,"December"
"4130",413,"Belgrano","3 de Febrero","a1500",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"4131",414,"Belgrano","3 de Febrero","a1600",0,0,2,0,0,0,0,4,0,3,4,"April"
"4132",414,"Belgrano","3 de Febrero","a1600",0,0,2,0,0,0,0,5,0,3,5,"May"
"4133",414,"Belgrano","3 de Febrero","a1600",0,0,2,0,0,0,0,6,0,3,6,"June"
"4134",414,"Belgrano","3 de Febrero","a1600",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"4135",414,"Belgrano","3 de Febrero","a1600",0,0,2,0,0,0,0,8,0,3,9,"August"
"4136",414,"Belgrano","3 de Febrero","a1600",0,0,2,0,0,0,0,9,0,3,10,"September"
"4137",414,"Belgrano","3 de Febrero","a1600",0,0,2,0,0,0,0,10,0,3,11,"October"
"4138",414,"Belgrano","3 de Febrero","a1600",0,0,2,0,0,0,0,11,0,3,12,"November"
"4139",414,"Belgrano","3 de Febrero","a1600",0,0,2,0,0,0,0,12,0,3,13,"December"
"4140",414,"Belgrano","3 de Febrero","a1600",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"4141",415,"Belgrano","3 de Febrero","a1700",0,0,2,0,0,0,0,4,0,3,4,"April"
"4142",415,"Belgrano","3 de Febrero","a1700",0,0,2,0,0,0,0,5,0,3,5,"May"
"4143",415,"Belgrano","3 de Febrero","a1700",0,0,2,0,0,0,0,6,0,3,6,"June"
"4144",415,"Belgrano","3 de Febrero","a1700",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"4145",415,"Belgrano","3 de Febrero","a1700",0,0,2,0,0,0,0,8,0,3,9,"August"
"4146",415,"Belgrano","3 de Febrero","a1700",0,0,2,0,0,0,0,9,0,3,10,"September"
"4147",415,"Belgrano","3 de Febrero","a1700",0,0,2,0,0,0,0,10,0,3,11,"October"
"4148",415,"Belgrano","3 de Febrero","a1700",0,0,2,0,0,0,0,11,0,3,12,"November"
"4149",415,"Belgrano","3 de Febrero","a1700",0,0,2,0,0,0,0,12,0,3,13,"December"
"4150",415,"Belgrano","3 de Febrero","a1700",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"4151",416,"Belgrano","3 de Febrero","a1800",0,0,3,0,0,0,0,4,0,4,4,"April"
"4152",416,"Belgrano","3 de Febrero","a1800",0,0,3,0,0,0,0,5,0,4,5,"May"
"4153",416,"Belgrano","3 de Febrero","a1800",0,0,3,0,0,0,0,6,0,4,6,"June"
"4154",416,"Belgrano","3 de Febrero","a1800",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"4155",416,"Belgrano","3 de Febrero","a1800",0,0,3,0,0,0,0,8,0,4,9,"August"
"4156",416,"Belgrano","3 de Febrero","a1800",0,0,3,0,0,0,0,9,0,4,10,"September"
"4157",416,"Belgrano","3 de Febrero","a1800",0,0,3,0,0,0,0,10,0,4,11,"October"
"4158",416,"Belgrano","3 de Febrero","a1800",0,0,3,0,0,0,0,11,0,4,12,"November"
"4159",416,"Belgrano","3 de Febrero","a1800",0,0,3,0,0,0,0,12,0,4,13,"December"
"4160",416,"Belgrano","3 de Febrero","a1800",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"4161",417,"Belgrano","3 de Febrero","a1900",0,0,4,0,0,0,0,4,0,4,4,"April"
"4162",417,"Belgrano","3 de Febrero","a1900",0,0,4,0,0,0,0,5,0,4,5,"May"
"4163",417,"Belgrano","3 de Febrero","a1900",0,0,4,0,0,0,0,6,0,4,6,"June"
"4164",417,"Belgrano","3 de Febrero","a1900",0,0,4,0,0,0,0,7,0,4,7,"July (1-17)"
"4165",417,"Belgrano","3 de Febrero","a1900",0,0,4,0,0,0,0,8,0,4,9,"August"
"4166",417,"Belgrano","3 de Febrero","a1900",0,0,4,0,0,0,0,9,0,4,10,"September"
"4167",417,"Belgrano","3 de Febrero","a1900",0,0,4,0,0,0,0,10,0,4,11,"October"
"4168",417,"Belgrano","3 de Febrero","a1900",0,0,4,0,0,0,0,11,0,4,12,"November"
"4169",417,"Belgrano","3 de Febrero","a1900",0,0,4,0,0,0,0,12,0,4,13,"December"
"4170",417,"Belgrano","3 de Febrero","a1900",0,0,4,0,0,0,0,73,0,4,8,"July (18-31)"
"4171",418,"Belgrano","3 de Febrero","a2000",0,0,5,0,0,0,0.25,4,0.25,4,4,"April"
"4172",418,"Belgrano","3 de Febrero","a2000",0,0,5,0,0,0,0.25,5,0.25,4,5,"May"
"4173",418,"Belgrano","3 de Febrero","a2000",0,0,5,0,0,0,0,6,0,4,6,"June"
"4174",418,"Belgrano","3 de Febrero","a2000",0,0,5,0,0,0,0,7,0,4,7,"July (1-17)"
"4175",418,"Belgrano","3 de Febrero","a2000",0,0,5,0,0,0,0,8,0,4,9,"August"
"4176",418,"Belgrano","3 de Febrero","a2000",0,0,5,0,0,0,0.5,9,0.5,4,10,"September"
"4177",418,"Belgrano","3 de Febrero","a2000",0,0,5,0,0,0,0,10,0,4,11,"October"
"4178",418,"Belgrano","3 de Febrero","a2000",0,0,5,0,0,0,0,11,0,4,12,"November"
"4179",418,"Belgrano","3 de Febrero","a2000",0,0,5,0,0,0,0,12,0,4,13,"December"
"4180",418,"Belgrano","3 de Febrero","a2000",0,0,5,0,0,0,0,73,0,4,8,"July (18-31)"
"4181",419,"Belgrano","3 de Febrero","a2100",0,0,4,0,0,0,0.25,4,0.25,4,4,"April"
"4182",419,"Belgrano","3 de Febrero","a2100",0,0,4,0,0,0,0.25,5,0.25,4,5,"May"
"4183",419,"Belgrano","3 de Febrero","a2100",0,0,4,0,0,0,0,6,0,4,6,"June"
"4184",419,"Belgrano","3 de Febrero","a2100",0,0,4,0,0,0,0,7,0,4,7,"July (1-17)"
"4185",419,"Belgrano","3 de Febrero","a2100",0,0,4,0,0,0,1,8,1,4,9,"August"
"4186",419,"Belgrano","3 de Febrero","a2100",0,0,4,0,0,0,0.5,9,0.5,4,10,"September"
"4187",419,"Belgrano","3 de Febrero","a2100",0,0,4,0,0,0,0,10,0,4,11,"October"
"4188",419,"Belgrano","3 de Febrero","a2100",0,0,4,0,0,0,0,11,0,4,12,"November"
"4189",419,"Belgrano","3 de Febrero","a2100",0,0,4,0,0,0,0,12,0,4,13,"December"
"4190",419,"Belgrano","3 de Febrero","a2100",0,0,4,0,0,0,0,73,0,4,8,"July (18-31)"
"4191",420,"Belgrano","3 de Febrero","a2200",0,0,3,0,0,0,0,4,0,4,4,"April"
"4192",420,"Belgrano","3 de Febrero","a2200",0,0,3,0,0,0,0.25,5,0.25,4,5,"May"
"4193",420,"Belgrano","3 de Febrero","a2200",0,0,3,0,0,0,0,6,0,4,6,"June"
"4194",420,"Belgrano","3 de Febrero","a2200",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"4195",420,"Belgrano","3 de Febrero","a2200",0,0,3,0,0,0,0,8,0,4,9,"August"
"4196",420,"Belgrano","3 de Febrero","a2200",0,0,3,0,0,0,0,9,0,4,10,"September"
"4197",420,"Belgrano","3 de Febrero","a2200",0,0,3,0,0,0,0.25,10,0.25,4,11,"October"
"4198",420,"Belgrano","3 de Febrero","a2200",0,0,3,0,0,0,0.25,11,0.25,4,12,"November"
"4199",420,"Belgrano","3 de Febrero","a2200",0,0,3,0,0,0,0.25,12,0.25,4,13,"December"
"4200",420,"Belgrano","3 de Febrero","a2200",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"4201",421,"Belgrano","3 de Febrero","a2300",0,0,3,0,0,0,0,4,0,4,4,"April"
"4202",421,"Belgrano","3 de Febrero","a2300",0,0,3,0,0,0,0.25,5,0.25,4,5,"May"
"4203",421,"Belgrano","3 de Febrero","a2300",0,0,3,0,0,0,0,6,0,4,6,"June"
"4204",421,"Belgrano","3 de Febrero","a2300",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"4205",421,"Belgrano","3 de Febrero","a2300",0,0,3,0,0,0,0,8,0,4,9,"August"
"4206",421,"Belgrano","3 de Febrero","a2300",0,0,3,0,0,0,1,9,1,4,10,"September"
"4207",421,"Belgrano","3 de Febrero","a2300",0,0,3,0,0,0,0.25,10,0.25,4,11,"October"
"4208",421,"Belgrano","3 de Febrero","a2300",0,0,3,0,0,0,0.25,11,0.25,4,12,"November"
"4209",421,"Belgrano","3 de Febrero","a2300",0,0,3,0,0,0,0.25,12,0.25,4,13,"December"
"4210",421,"Belgrano","3 de Febrero","a2300",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"4211",422,"Belgrano","3 de Febrero","a2400",0,0,3,0,0,0,0,4,0,4,4,"April"
"4212",422,"Belgrano","3 de Febrero","a2400",0,0,3,0,0,0,0,5,0,4,5,"May"
"4213",422,"Belgrano","3 de Febrero","a2400",0,0,3,0,0,0,0,6,0,4,6,"June"
"4214",422,"Belgrano","3 de Febrero","a2400",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"4215",422,"Belgrano","3 de Febrero","a2400",0,0,3,0,0,0,0,8,0,4,9,"August"
"4216",422,"Belgrano","3 de Febrero","a2400",0,0,3,0,0,0,0,9,0,4,10,"September"
"4217",422,"Belgrano","3 de Febrero","a2400",0,0,3,0,0,0,1,10,1,4,11,"October"
"4218",422,"Belgrano","3 de Febrero","a2400",0,0,3,0,0,0,0,11,0,4,12,"November"
"4219",422,"Belgrano","3 de Febrero","a2400",0,0,3,0,0,0,0,12,0,4,13,"December"
