"","observ","barrio","calle","altura","institu1","institu3","distanci","edpub","estserv","banco","totrob","mes","totrob2","category","month","month.label"
"2210",221,"Belgrano","Federico Lacroze","a2300",0,0,4,0,0,0,0,73,0,4,8,"July (18-31)"
"2211",222,"Belgrano","Federico Lacroze","a2400",0,0,5,0,0,0,0,4,0,4,4,"April"
"2212",222,"Belgrano","Federico Lacroze","a2400",0,0,5,0,0,0,0,5,0,4,5,"May"
"2213",222,"Belgrano","Federico Lacroze","a2400",0,0,5,0,0,0,0,6,0,4,6,"June"
"2214",222,"Belgrano","Federico Lacroze","a2400",0,0,5,0,0,0,0,7,0,4,7,"July (1-17)"
"2215",222,"Belgrano","Federico Lacroze","a2400",0,0,5,0,0,0,0,8,0,4,9,"August"
"2216",222,"Belgrano","Federico Lacroze","a2400",0,0,5,0,0,0,0,9,0,4,10,"September"
"2217",222,"Belgrano","Federico Lacroze","a2400",0,0,5,0,0,0,0,10,0,4,11,"October"
"2218",222,"Belgrano","Federico Lacroze","a2400",0,0,5,0,0,0,0,11,0,4,12,"November"
"2219",222,"Belgrano","Federico Lacroze","a2400",0,0,5,0,0,0,0,12,0,4,13,"December"
"2220",222,"Belgrano","Federico Lacroze","a2400",0,0,5,0,0,0,0,73,0,4,8,"July (18-31)"
"2221",223,"Belgrano","Federico Lacroze","a2500",0,0,6,0,0,1,0,4,0,4,4,"April"
"2222",223,"Belgrano","Federico Lacroze","a2500",0,0,6,0,0,1,0,5,0,4,5,"May"
"2223",223,"Belgrano","Federico Lacroze","a2500",0,0,6,0,0,1,0,6,0,4,6,"June"
"2224",223,"Belgrano","Federico Lacroze","a2500",0,0,6,0,0,1,0,7,0,4,7,"July (1-17)"
"2225",223,"Belgrano","Federico Lacroze","a2500",0,0,6,0,0,1,0,8,0,4,9,"August"
"2226",223,"Belgrano","Federico Lacroze","a2500",0,0,6,0,0,1,0,9,0,4,10,"September"
"2227",223,"Belgrano","Federico Lacroze","a2500",0,0,6,0,0,1,0,10,0,4,11,"October"
"2228",223,"Belgrano","Federico Lacroze","a2500",0,0,6,0,0,1,0,11,0,4,12,"November"
"2229",223,"Belgrano","Federico Lacroze","a2500",0,0,6,0,0,1,0,12,0,4,13,"December"
"2230",223,"Belgrano","Federico Lacroze","a2500",0,0,6,0,0,1,0,73,0,4,8,"July (18-31)"
"2231",224,"Belgrano","Federico Lacroze","a2600",0,0,7,0,0,0,0,4,0,4,4,"April"
"2232",224,"Belgrano","Federico Lacroze","a2600",0,0,7,0,0,0,0,5,0,4,5,"May"
"2233",224,"Belgrano","Federico Lacroze","a2600",0,0,7,0,0,0,0,6,0,4,6,"June"
"2234",224,"Belgrano","Federico Lacroze","a2600",0,0,7,0,0,0,0,7,0,4,7,"July (1-17)"
"2235",224,"Belgrano","Federico Lacroze","a2600",0,0,7,0,0,0,0,8,0,4,9,"August"
"2236",224,"Belgrano","Federico Lacroze","a2600",0,0,7,0,0,0,0,9,0,4,10,"September"
"2237",224,"Belgrano","Federico Lacroze","a2600",0,0,7,0,0,0,0,10,0,4,11,"October"
"2238",224,"Belgrano","Federico Lacroze","a2600",0,0,7,0,0,0,0,11,0,4,12,"November"
"2239",224,"Belgrano","Federico Lacroze","a2600",0,0,7,0,0,0,0,12,0,4,13,"December"
"2240",224,"Belgrano","Federico Lacroze","a2600",0,0,7,0,0,0,0,73,0,4,8,"July (18-31)"
"2241",225,"Belgrano","Cramer","a700",0,0,9,0,0,0,0,4,0,4,4,"April"
"2242",225,"Belgrano","Cramer","a700",0,0,9,0,0,0,0,5,0,4,5,"May"
"2243",225,"Belgrano","Cramer","a700",0,0,9,0,0,0,0,6,0,4,6,"June"
"2244",225,"Belgrano","Cramer","a700",0,0,9,0,0,0,0,7,0,4,7,"July (1-17)"
"2245",225,"Belgrano","Cramer","a700",0,0,9,0,0,0,0,8,0,4,9,"August"
"2246",225,"Belgrano","Cramer","a700",0,0,9,0,0,0,0,9,0,4,10,"September"
"2247",225,"Belgrano","Cramer","a700",0,0,9,0,0,0,0,10,0,4,11,"October"
"2248",225,"Belgrano","Cramer","a700",0,0,9,0,0,0,0,11,0,4,12,"November"
"2249",225,"Belgrano","Cramer","a700",0,0,9,0,0,0,0,12,0,4,13,"December"
"2250",225,"Belgrano","Cramer","a700",0,0,9,0,0,0,0,73,0,4,8,"July (18-31)"
"2251",226,"Belgrano","Cramer","a800",0,0,10,0,0,0,0,4,0,4,4,"April"
"2252",226,"Belgrano","Cramer","a800",0,0,10,0,0,0,0,5,0,4,5,"May"
"2253",226,"Belgrano","Cramer","a800",0,0,10,0,0,0,0,6,0,4,6,"June"
"2254",226,"Belgrano","Cramer","a800",0,0,10,0,0,0,0,7,0,4,7,"July (1-17)"
"2255",226,"Belgrano","Cramer","a800",0,0,10,0,0,0,0,8,0,4,9,"August"
"2256",226,"Belgrano","Cramer","a800",0,0,10,0,0,0,0,9,0,4,10,"September"
"2257",226,"Belgrano","Cramer","a800",0,0,10,0,0,0,0,10,0,4,11,"October"
"2258",226,"Belgrano","Cramer","a800",0,0,10,0,0,0,0,11,0,4,12,"November"
"2259",226,"Belgrano","Cramer","a800",0,0,10,0,0,0,0,12,0,4,13,"December"
"2260",226,"Belgrano","Cramer","a800",0,0,10,0,0,0,0,73,0,4,8,"July (18-31)"
"2261",227,"Belgrano","Cramer","a900",0,0,11,0,0,0,0,4,0,4,4,"April"
"2262",227,"Belgrano","Cramer","a900",0,0,11,0,0,0,0,5,0,4,5,"May"
"2263",227,"Belgrano","Cramer","a900",0,0,11,0,0,0,0,6,0,4,6,"June"
"2264",227,"Belgrano","Cramer","a900",0,0,11,0,0,0,0,7,0,4,7,"July (1-17)"
"2265",227,"Belgrano","Cramer","a900",0,0,11,0,0,0,0,8,0,4,9,"August"
"2266",227,"Belgrano","Cramer","a900",0,0,11,0,0,0,0,9,0,4,10,"September"
"2267",227,"Belgrano","Cramer","a900",0,0,11,0,0,0,0,10,0,4,11,"October"
"2268",227,"Belgrano","Cramer","a900",0,0,11,0,0,0,0,11,0,4,12,"November"
"2269",227,"Belgrano","Cramer","a900",0,0,11,0,0,0,0,12,0,4,13,"December"
"2270",227,"Belgrano","Cramer","a900",0,0,11,0,0,0,0,73,0,4,8,"July (18-31)"
"2271",228,"Belgrano","Cramer","a1000",0,0,11,0,0,0,0,4,0,4,4,"April"
"2272",228,"Belgrano","Cramer","a1000",0,0,11,0,0,0,0,5,0,4,5,"May"
"2273",228,"Belgrano","Cramer","a1000",0,0,11,0,0,0,0,6,0,4,6,"June"
"2274",228,"Belgrano","Cramer","a1000",0,0,11,0,0,0,0,7,0,4,7,"July (1-17)"
"2275",228,"Belgrano","Cramer","a1000",0,0,11,0,0,0,0,8,0,4,9,"August"
"2276",228,"Belgrano","Cramer","a1000",0,0,11,0,0,0,0,9,0,4,10,"September"
"2277",228,"Belgrano","Cramer","a1000",0,0,11,0,0,0,0,10,0,4,11,"October"
"2278",228,"Belgrano","Cramer","a1000",0,0,11,0,0,0,0,11,0,4,12,"November"
"2279",228,"Belgrano","Cramer","a1000",0,0,11,0,0,0,0,12,0,4,13,"December"
"2280",228,"Belgrano","Cramer","a1000",0,0,11,0,0,0,0,73,0,4,8,"July (18-31)"
"2281",229,"Belgrano","Cramer","a1200",0,0,9,0,0,0,0,4,0,4,4,"April"
"2282",229,"Belgrano","Cramer","a1200",0,0,9,0,0,0,0,5,0,4,5,"May"
"2283",229,"Belgrano","Cramer","a1200",0,0,9,0,0,0,0,6,0,4,6,"June"
"2284",229,"Belgrano","Cramer","a1200",0,0,9,0,0,0,0,7,0,4,7,"July (1-17)"
"2285",229,"Belgrano","Cramer","a1200",0,0,9,0,0,0,0,8,0,4,9,"August"
"2286",229,"Belgrano","Cramer","a1200",0,0,9,0,0,0,0,9,0,4,10,"September"
"2287",229,"Belgrano","Cramer","a1200",0,0,9,0,0,0,0,10,0,4,11,"October"
"2288",229,"Belgrano","Cramer","a1200",0,0,9,0,0,0,0,11,0,4,12,"November"
"2289",229,"Belgrano","Cramer","a1200",0,0,9,0,0,0,0,12,0,4,13,"December"
"2290",229,"Belgrano","Cramer","a1200",0,0,9,0,0,0,0,73,0,4,8,"July (18-31)"
"2291",230,"Belgrano","Cramer","a1300",0,0,8,0,0,0,0,4,0,4,4,"April"
"2292",230,"Belgrano","Cramer","a1300",0,0,8,0,0,0,0,5,0,4,5,"May"
"2293",230,"Belgrano","Cramer","a1300",0,0,8,0,0,0,0,6,0,4,6,"June"
"2294",230,"Belgrano","Cramer","a1300",0,0,8,0,0,0,0,7,0,4,7,"July (1-17)"
"2295",230,"Belgrano","Cramer","a1300",0,0,8,0,0,0,0,8,0,4,9,"August"
"2296",230,"Belgrano","Cramer","a1300",0,0,8,0,0,0,0,9,0,4,10,"September"
"2297",230,"Belgrano","Cramer","a1300",0,0,8,0,0,0,0,10,0,4,11,"October"
"2298",230,"Belgrano","Cramer","a1300",0,0,8,0,0,0,0,11,0,4,12,"November"
"2299",230,"Belgrano","Cramer","a1300",0,0,8,0,0,0,0,12,0,4,13,"December"
"2300",230,"Belgrano","Cramer","a1300",0,0,8,0,0,0,0,73,0,4,8,"July (18-31)"
"2301",231,"Belgrano","Cramer","a1400",0,0,7,0,0,0,0.25,4,0.25,4,4,"April"
"2302",231,"Belgrano","Cramer","a1400",0,0,7,0,0,0,0,5,0,4,5,"May"
"2303",231,"Belgrano","Cramer","a1400",0,0,7,0,0,0,0,6,0,4,6,"June"
"2304",231,"Belgrano","Cramer","a1400",0,0,7,0,0,0,0,7,0,4,7,"July (1-17)"
"2305",231,"Belgrano","Cramer","a1400",0,0,7,0,0,0,0,8,0,4,9,"August"
"2306",231,"Belgrano","Cramer","a1400",0,0,7,0,0,0,0,9,0,4,10,"September"
"2307",231,"Belgrano","Cramer","a1400",0,0,7,0,0,0,0,10,0,4,11,"October"
"2308",231,"Belgrano","Cramer","a1400",0,0,7,0,0,0,0,11,0,4,12,"November"
"2309",231,"Belgrano","Cramer","a1400",0,0,7,0,0,0,0,12,0,4,13,"December"
"2310",231,"Belgrano","Cramer","a1400",0,0,7,0,0,0,0,73,0,4,8,"July (18-31)"
"2311",232,"Belgrano","Cramer","a1500",0,0,6,0,0,0,0.25,4,0.25,4,4,"April"
"2312",232,"Belgrano","Cramer","a1500",0,0,6,0,0,0,0,5,0,4,5,"May"
"2313",232,"Belgrano","Cramer","a1500",0,0,6,0,0,0,0,6,0,4,6,"June"
"2314",232,"Belgrano","Cramer","a1500",0,0,6,0,0,0,0,7,0,4,7,"July (1-17)"
"2315",232,"Belgrano","Cramer","a1500",0,0,6,0,0,0,0,8,0,4,9,"August"
"2316",232,"Belgrano","Cramer","a1500",0,0,6,0,0,0,0,9,0,4,10,"September"
"2317",232,"Belgrano","Cramer","a1500",0,0,6,0,0,0,0,10,0,4,11,"October"
"2318",232,"Belgrano","Cramer","a1500",0,0,6,0,0,0,0,11,0,4,12,"November"
"2319",232,"Belgrano","Cramer","a1500",0,0,6,0,0,0,0,12,0,4,13,"December"
"2320",232,"Belgrano","Cramer","a1500",0,0,6,0,0,0,0,73,0,4,8,"July (18-31)"
"2321",233,"Belgrano","Cramer","a1600-1650",0,0,5,0,1,0,0,4,0,4,4,"April"
"2322",233,"Belgrano","Cramer","a1600-1650",0,0,5,0,1,0,0,5,0,4,5,"May"
"2323",233,"Belgrano","Cramer","a1600-1650",0,0,5,0,1,0,0,6,0,4,6,"June"
"2324",233,"Belgrano","Cramer","a1600-1650",0,0,5,0,1,0,0,7,0,4,7,"July (1-17)"
"2325",233,"Belgrano","Cramer","a1600-1650",0,0,5,0,1,0,0,8,0,4,9,"August"
"2326",233,"Belgrano","Cramer","a1600-1650",0,0,5,0,1,0,0,9,0,4,10,"September"
"2327",233,"Belgrano","Cramer","a1600-1650",0,0,5,0,1,0,0,10,0,4,11,"October"
"2328",233,"Belgrano","Cramer","a1600-1650",0,0,5,0,1,0,0,11,0,4,12,"November"
"2329",233,"Belgrano","Cramer","a1600-1650",0,0,5,0,1,0,0,12,0,4,13,"December"
"2330",233,"Belgrano","Cramer","a1600-1650",0,0,5,0,1,0,0,73,0,4,8,"July (18-31)"
"2331",234,"Belgrano","Cramer","a1650-1700",0,0,4,0,0,0,0,4,0,4,4,"April"
"2332",234,"Belgrano","Cramer","a1650-1700",0,0,4,0,0,0,0,5,0,4,5,"May"
"2333",234,"Belgrano","Cramer","a1650-1700",0,0,4,0,0,0,0,6,0,4,6,"June"
"2334",234,"Belgrano","Cramer","a1650-1700",0,0,4,0,0,0,0,7,0,4,7,"July (1-17)"
"2335",234,"Belgrano","Cramer","a1650-1700",0,0,4,0,0,0,0,8,0,4,9,"August"
"2336",234,"Belgrano","Cramer","a1650-1700",0,0,4,0,0,0,0,9,0,4,10,"September"
"2337",234,"Belgrano","Cramer","a1650-1700",0,0,4,0,0,0,0,10,0,4,11,"October"
"2338",234,"Belgrano","Cramer","a1650-1700",0,0,4,0,0,0,0.25,11,0.25,4,12,"November"
"2339",234,"Belgrano","Cramer","a1650-1700",0,0,4,0,0,0,0,12,0,4,13,"December"
"2340",234,"Belgrano","Cramer","a1650-1700",0,0,4,0,0,0,0,73,0,4,8,"July (18-31)"
"2341",235,"Belgrano","Cramer","a1800",0,0,3,0,0,0,0,4,0,4,4,"April"
"2342",235,"Belgrano","Cramer","a1800",0,0,3,0,0,0,0,5,0,4,5,"May"
"2343",235,"Belgrano","Cramer","a1800",0,0,3,0,0,0,0,6,0,4,6,"June"
"2344",235,"Belgrano","Cramer","a1800",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"2345",235,"Belgrano","Cramer","a1800",0,0,3,0,0,0,0,8,0,4,9,"August"
"2346",235,"Belgrano","Cramer","a1800",0,0,3,0,0,0,0,9,0,4,10,"September"
"2347",235,"Belgrano","Cramer","a1800",0,0,3,0,0,0,0,10,0,4,11,"October"
"2348",235,"Belgrano","Cramer","a1800",0,0,3,0,0,0,0.25,11,0.25,4,12,"November"
"2349",235,"Belgrano","Cramer","a1800",0,0,3,0,0,0,0,12,0,4,13,"December"
"2350",235,"Belgrano","Cramer","a1800",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"2351",236,"Belgrano","Cramer","a1900",0,0,2,0,0,0,0,4,0,3,4,"April"
"2352",236,"Belgrano","Cramer","a1900",0,0,2,0,0,0,0,5,0,3,5,"May"
"2353",236,"Belgrano","Cramer","a1900",0,0,2,0,0,0,0,6,0,3,6,"June"
"2354",236,"Belgrano","Cramer","a1900",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"2355",236,"Belgrano","Cramer","a1900",0,0,2,0,0,0,0,8,0,3,9,"August"
"2356",236,"Belgrano","Cramer","a1900",0,0,2,0,0,0,0,9,0,3,10,"September"
"2357",236,"Belgrano","Cramer","a1900",0,0,2,0,0,0,0,10,0,3,11,"October"
"2358",236,"Belgrano","Cramer","a1900",0,0,2,0,0,0,0.25,11,0.25,3,12,"November"
"2359",236,"Belgrano","Cramer","a1900",0,0,2,0,0,0,0,12,0,3,13,"December"
"2360",236,"Belgrano","Cramer","a1900",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"2361",237,"Belgrano","Cramer","a2000",0,0,2,0,0,0,0,4,0,3,4,"April"
"2362",237,"Belgrano","Cramer","a2000",0,0,2,0,0,0,0,5,0,3,5,"May"
"2363",237,"Belgrano","Cramer","a2000",0,0,2,0,0,0,0,6,0,3,6,"June"
"2364",237,"Belgrano","Cramer","a2000",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"2365",237,"Belgrano","Cramer","a2000",0,0,2,0,0,0,0,8,0,3,9,"August"
"2366",237,"Belgrano","Cramer","a2000",0,0,2,0,0,0,0,9,0,3,10,"September"
"2367",237,"Belgrano","Cramer","a2000",0,0,2,0,0,0,0,10,0,3,11,"October"
"2368",237,"Belgrano","Cramer","a2000",0,0,2,0,0,0,0.25,11,0.25,3,12,"November"
"2369",237,"Belgrano","Cramer","a2000",0,0,2,0,0,0,0,12,0,3,13,"December"
"2370",237,"Belgrano","Cramer","a2000",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"2371",238,"Belgrano","Cramer","a2100",0,0,2,0,0,0,0,4,0,3,4,"April"
"2372",238,"Belgrano","Cramer","a2100",0,0,2,0,0,0,0,5,0,3,5,"May"
"2373",238,"Belgrano","Cramer","a2100",0,0,2,0,0,0,0,6,0,3,6,"June"
"2374",238,"Belgrano","Cramer","a2100",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"2375",238,"Belgrano","Cramer","a2100",0,0,2,0,0,0,0,8,0,3,9,"August"
"2376",238,"Belgrano","Cramer","a2100",0,0,2,0,0,0,0,9,0,3,10,"September"
"2377",238,"Belgrano","Cramer","a2100",0,0,2,0,0,0,0,10,0,3,11,"October"
"2378",238,"Belgrano","Cramer","a2100",0,0,2,0,0,0,0,11,0,3,12,"November"
"2379",238,"Belgrano","Cramer","a2100",0,0,2,0,0,0,0,12,0,3,13,"December"
"2380",238,"Belgrano","Cramer","a2100",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"2381",239,"Belgrano","Cramer","a2200",0,0,3,0,0,1,0,4,0,4,4,"April"
"2382",239,"Belgrano","Cramer","a2200",0,0,3,0,0,1,0,5,0,4,5,"May"
"2383",239,"Belgrano","Cramer","a2200",0,0,3,0,0,1,0,6,0,4,6,"June"
"2384",239,"Belgrano","Cramer","a2200",0,0,3,0,0,1,0,7,0,4,7,"July (1-17)"
"2385",239,"Belgrano","Cramer","a2200",0,0,3,0,0,1,0,8,0,4,9,"August"
"2386",239,"Belgrano","Cramer","a2200",0,0,3,0,0,1,0,9,0,4,10,"September"
"2387",239,"Belgrano","Cramer","a2200",0,0,3,0,0,1,0,10,0,4,11,"October"
"2388",239,"Belgrano","Cramer","a2200",0,0,3,0,0,1,0,11,0,4,12,"November"
"2389",239,"Belgrano","Cramer","a2200",0,0,3,0,0,1,0,12,0,4,13,"December"
"2390",239,"Belgrano","Cramer","a2200",0,0,3,0,0,1,0,73,0,4,8,"July (18-31)"
"2391",240,"Belgrano","Cramer","a2300",0,0,3,0,0,0,0,4,0,4,4,"April"
"2392",240,"Belgrano","Cramer","a2300",0,0,3,0,0,0,0,5,0,4,5,"May"
"2393",240,"Belgrano","Cramer","a2300",0,0,3,0,0,0,0,6,0,4,6,"June"
"2394",240,"Belgrano","Cramer","a2300",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"2395",240,"Belgrano","Cramer","a2300",0,0,3,0,0,0,0,8,0,4,9,"August"
"2396",240,"Belgrano","Cramer","a2300",0,0,3,0,0,0,0,9,0,4,10,"September"
"2397",240,"Belgrano","Cramer","a2300",0,0,3,0,0,0,0,10,0,4,11,"October"
"2398",240,"Belgrano","Cramer","a2300",0,0,3,0,0,0,0,11,0,4,12,"November"
"2399",240,"Belgrano","Cramer","a2300",0,0,3,0,0,0,0,12,0,4,13,"December"
"2400",240,"Belgrano","Cramer","a2300",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"2401",241,"Belgrano","Cramer","a2400",0,0,3,0,0,0,0,4,0,4,4,"April"
"2402",241,"Belgrano","Cramer","a2400",0,0,3,0,0,0,0,5,0,4,5,"May"
"2403",241,"Belgrano","Cramer","a2400",0,0,3,0,0,0,0,6,0,4,6,"June"
"2404",241,"Belgrano","Cramer","a2400",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"2405",241,"Belgrano","Cramer","a2400",0,0,3,0,0,0,0,8,0,4,9,"August"
"2406",241,"Belgrano","Cramer","a2400",0,0,3,0,0,0,0,9,0,4,10,"September"
"2407",241,"Belgrano","Cramer","a2400",0,0,3,0,0,0,0,10,0,4,11,"October"
"2408",241,"Belgrano","Cramer","a2400",0,0,3,0,0,0,0,11,0,4,12,"November"
"2409",241,"Belgrano","Cramer","a2400",0,0,3,0,0,0,0,12,0,4,13,"December"
"2410",241,"Belgrano","Cramer","a2400",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"2411",242,"Belgrano","Cramer","a2500",0,0,3,0,0,0,0,4,0,4,4,"April"
"2412",242,"Belgrano","Cramer","a2500",0,0,3,0,0,0,0,5,0,4,5,"May"
"2413",242,"Belgrano","Cramer","a2500",0,0,3,0,0,0,0,6,0,4,6,"June"
"2414",242,"Belgrano","Cramer","a2500",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"2415",242,"Belgrano","Cramer","a2500",0,0,3,0,0,0,0,8,0,4,9,"August"
"2416",242,"Belgrano","Cramer","a2500",0,0,3,0,0,0,0,9,0,4,10,"September"
"2417",242,"Belgrano","Cramer","a2500",0,0,3,0,0,0,0,10,0,4,11,"October"
"2418",242,"Belgrano","Cramer","a2500",0,0,3,0,0,0,0,11,0,4,12,"November"
"2419",242,"Belgrano","Cramer","a2500",0,0,3,0,0,0,0,12,0,4,13,"December"
"2420",242,"Belgrano","Cramer","a2500",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"2421",243,"Belgrano","Cramer","a2600",0,0,4,0,0,0,0,4,0,4,4,"April"
"2422",243,"Belgrano","Cramer","a2600",0,0,4,0,0,0,0,5,0,4,5,"May"
"2423",243,"Belgrano","Cramer","a2600",0,0,4,0,0,0,0,6,0,4,6,"June"
"2424",243,"Belgrano","Cramer","a2600",0,0,4,0,0,0,0,7,0,4,7,"July (1-17)"
"2425",243,"Belgrano","Cramer","a2600",0,0,4,0,0,0,0,8,0,4,9,"August"
"2426",243,"Belgrano","Cramer","a2600",0,0,4,0,0,0,0,9,0,4,10,"September"
"2427",243,"Belgrano","Cramer","a2600",0,0,4,0,0,0,0,10,0,4,11,"October"
"2428",243,"Belgrano","Cramer","a2600",0,0,4,0,0,0,0,11,0,4,12,"November"
"2429",243,"Belgrano","Cramer","a2600",0,0,4,0,0,0,0,12,0,4,13,"December"
"2430",243,"Belgrano","Cramer","a2600",0,0,4,0,0,0,0,73,0,4,8,"July (18-31)"
"2431",244,"Belgrano","Cramer","a2700",0,0,3,0,0,0,0,4,0,4,4,"April"
"2432",244,"Belgrano","Cramer","a2700",0,0,3,0,0,0,0,5,0,4,5,"May"
"2433",244,"Belgrano","Cramer","a2700",0,0,3,0,0,0,0,6,0,4,6,"June"
"2434",244,"Belgrano","Cramer","a2700",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"2435",244,"Belgrano","Cramer","a2700",0,0,3,0,0,0,0,8,0,4,9,"August"
"2436",244,"Belgrano","Cramer","a2700",0,0,3,0,0,0,0,9,0,4,10,"September"
"2437",244,"Belgrano","Cramer","a2700",0,0,3,0,0,0,0,10,0,4,11,"October"
"2438",244,"Belgrano","Cramer","a2700",0,0,3,0,0,0,0,11,0,4,12,"November"
"2439",244,"Belgrano","Cramer","a2700",0,0,3,0,0,0,0,12,0,4,13,"December"
"2440",244,"Belgrano","Cramer","a2700",0,0,3,0,0,0,0,73,0,4,8,"July (18-31)"
"2441",245,"Belgrano","Cramer","a2800",0,0,2,0,0,0,0,4,0,3,4,"April"
"2442",245,"Belgrano","Cramer","a2800",0,0,2,0,0,0,0,5,0,3,5,"May"
"2443",245,"Belgrano","Cramer","a2800",0,0,2,0,0,0,0,6,0,3,6,"June"
"2444",245,"Belgrano","Cramer","a2800",0,0,2,0,0,0,0,7,0,3,7,"July (1-17)"
"2445",245,"Belgrano","Cramer","a2800",0,0,2,0,0,0,0,8,0,3,9,"August"
"2446",245,"Belgrano","Cramer","a2800",0,0,2,0,0,0,0,9,0,3,10,"September"
"2447",245,"Belgrano","Cramer","a2800",0,0,2,0,0,0,0,10,0,3,11,"October"
"2448",245,"Belgrano","Cramer","a2800",0,0,2,0,0,0,0,11,0,3,12,"November"
"2449",245,"Belgrano","Cramer","a2800",0,0,2,0,0,0,0,12,0,3,13,"December"
"2450",245,"Belgrano","Cramer","a2800",0,0,2,0,0,0,0,73,0,3,8,"July (18-31)"
"2451",246,"Belgrano","Vidal","a1400",0,0,6,0,0,0,0,4,0,4,4,"April"
"2452",246,"Belgrano","Vidal","a1400",0,0,6,0,0,0,0,5,0,4,5,"May"
"2453",246,"Belgrano","Vidal","a1400",0,0,6,0,0,0,0,6,0,4,6,"June"
"2454",246,"Belgrano","Vidal","a1400",0,0,6,0,0,0,0,7,0,4,7,"July (1-17)"
"2455",246,"Belgrano","Vidal","a1400",0,0,6,0,0,0,0,8,0,4,9,"August"
"2456",246,"Belgrano","Vidal","a1400",0,0,6,0,0,0,0,9,0,4,10,"September"
"2457",246,"Belgrano","Vidal","a1400",0,0,6,0,0,0,0,10,0,4,11,"October"
"2458",246,"Belgrano","Vidal","a1400",0,0,6,0,0,0,0,11,0,4,12,"November"
"2459",246,"Belgrano","Vidal","a1400",0,0,6,0,0,0,0,12,0,4,13,"December"
"2460",246,"Belgrano","Vidal","a1400",0,0,6,0,0,0,0,73,0,4,8,"July (18-31)"
"2461",247,"Belgrano","Vidal","a1500",0,0,5,0,0,0,0,4,0,4,4,"April"
"2462",247,"Belgrano","Vidal","a1500",0,0,5,0,0,0,0,5,0,4,5,"May"
"2463",247,"Belgrano","Vidal","a1500",0,0,5,0,0,0,0.25,6,0.25,4,6,"June"
"2464",247,"Belgrano","Vidal","a1500",0,0,5,0,0,0,0,7,0,4,7,"July (1-17)"
"2465",247,"Belgrano","Vidal","a1500",0,0,5,0,0,0,0,8,0,4,9,"August"
"2466",247,"Belgrano","Vidal","a1500",0,0,5,0,0,0,0,9,0,4,10,"September"
"2467",247,"Belgrano","Vidal","a1500",0,0,5,0,0,0,0,10,0,4,11,"October"
"2468",247,"Belgrano","Vidal","a1500",0,0,5,0,0,0,0,11,0,4,12,"November"
"2469",247,"Belgrano","Vidal","a1500",0,0,5,0,0,0,0,12,0,4,13,"December"
"2470",247,"Belgrano","Vidal","a1500",0,0,5,0,0,0,0,73,0,4,8,"July (18-31)"
"2471",248,"Belgrano","Vidal","a1600",0,0,4,0,0,0,0,4,0,4,4,"April"
"2472",248,"Belgrano","Vidal","a1600",0,0,4,0,0,0,0,5,0,4,5,"May"
"2473",248,"Belgrano","Vidal","a1600",0,0,4,0,0,0,0.25,6,0.25,4,6,"June"
"2474",248,"Belgrano","Vidal","a1600",0,0,4,0,0,0,0,7,0,4,7,"July (1-17)"
"2475",248,"Belgrano","Vidal","a1600",0,0,4,0,0,0,0,8,0,4,9,"August"
"2476",248,"Belgrano","Vidal","a1600",0,0,4,0,0,0,0,9,0,4,10,"September"
"2477",248,"Belgrano","Vidal","a1600",0,0,4,0,0,0,0.25,10,0.25,4,11,"October"
"2478",248,"Belgrano","Vidal","a1600",0,0,4,0,0,0,0,11,0,4,12,"November"
"2479",248,"Belgrano","Vidal","a1600",0,0,4,0,0,0,0,12,0,4,13,"December"
"2480",248,"Belgrano","Vidal","a1600",0,0,4,0,0,0,0,73,0,4,8,"July (18-31)"
"2481",249,"Belgrano","Vidal","a1700",0,0,3,0,0,0,0,4,0,4,4,"April"
"2482",249,"Belgrano","Vidal","a1700",0,0,3,0,0,0,0,5,0,4,5,"May"
"2483",249,"Belgrano","Vidal","a1700",0,0,3,0,0,0,0,6,0,4,6,"June"
"2484",249,"Belgrano","Vidal","a1700",0,0,3,0,0,0,0,7,0,4,7,"July (1-17)"
"2485",249,"Belgrano","Vidal","a1700",0,0,3,0,0,0,0,8,0,4,9,"August"
"2486",249,"Belgrano","Vidal","a1700",0,0,3,0,0,0,0,9,0,4,10,"September"
"2487",249,"Belgrano","Vidal","a1700",0,0,3,0,0,0,0.25,10,0.25,4,11,"October"
"2488",249,"Belgrano","Vidal","a1700",0,0,3,0,0,0,0,11,0,4,12,"November"
"2489",249,"Belgrano","Vidal","a1700",0,0,3,0,0,0,0,12,0,4,13,"December"
